Sl.No,Transaction ID,Product,Price/Unit,Quantity,Total Spent,Payment Method,Purchase_Mode,Transaction Date,Discount Applied,Transaction_Month_Name,Transaction Day,Transaction Quarter,Revenue,Avg_Spend/Unit,Top sales,Bulk Order,Product Price Band
1051,TXN_7481579,Patisserie,17.0,8.0,136.0,Cash,In-store,2023-05-13,False,May,Saturday,2,Medium,17.0,0,0,Low
1052,TXN_2035631,Milk Products,36.5,7.0,255.5,Cash,In-store,2024-02-27,Unknown,February,Tuesday,1,High,36.5,1,0,High
1053,TXN_3088090,Furniture,15.5,1.0,15.5,Cash,Online,2024-01-14,Unknown,January,Sunday,1,Low,15.5,0,0,Low
1054,TXN_7727282,Food,12.5,6.0,75.0,Credit Card,In-store,2024-06-09,Unknown,June,Sunday,2,Medium,12.5,0,0,Low
1055,TXN_3958182,Food,23.0,8.0,184.0,Credit Card,Online,2024-01-17,True,January,Wednesday,1,High,23.0,0,0,Medium
1056,TXN_9855768,Milk Products,8.0,4.0,32.0,Cash,Online,2024-02-06,False,February,Tuesday,1,Low,8.0,0,0,Low
1057,TXN_1118935,Butchers,15.5,7.0,108.5,Digital Wallet,Online,2022-06-20,Unknown,June,Monday,2,Medium,15.5,0,0,Low
1058,TXN_9442836,Butchers,15.5,9.0,139.5,Credit Card,In-store,2023-02-21,False,February,Tuesday,1,Medium,15.5,0,0,Low
1059,TXN_7113206,Milk Products,27.5,6.0,165.0,Digital Wallet,In-store,2023-07-28,Unknown,July,Friday,3,High,27.5,0,0,Medium
1060,TXN_1846815,Butchers,33.5,6.0,201.0,Cash,In-store,2023-12-22,False,December,Friday,4,High,33.5,1,0,High
1061,TXN_1909410,Patisserie,35.0,1.0,35.0,Cash,In-store,2023-09-06,False,September,Wednesday,3,Low,35.0,0,0,High
1062,TXN_9619819,Milk Products,14.0,9.0,126.0,Digital Wallet,In-store,2022-11-08,False,November,Tuesday,4,Medium,14.0,0,0,Low
1063,TXN_2081389,Milk Products,38.0,6.0,228.0,Digital Wallet,In-store,2024-03-18,False,March,Monday,1,High,38.0,1,0,High
1064,TXN_1668933,Beverages,21.5,2.0,43.0,Cash,In-store,2022-05-14,Unknown,May,Saturday,2,Low,21.5,0,0,Medium
1065,TXN_7417646,Furniture,41.0,6.0,246.0,Credit Card,Online,2024-03-06,False,March,Wednesday,1,High,41.0,1,0,High
1066,TXN_5674806,Butchers,21.5,1.0,21.5,Credit Card,In-store,2022-09-29,True,September,Thursday,3,Low,21.5,0,0,Medium
1067,TXN_3704834,Electric household essentials,29.0,6.0,174.0,Cash,Online,2022-07-06,False,July,Wednesday,3,High,29.0,0,0,Medium
1068,TXN_4123250,Milk Products,23.0,9.0,207.0,Cash,In-store,2024-05-27,Unknown,May,Monday,2,High,23.0,1,0,Medium
1069,TXN_4524072,Furniture,29.0,6.0,174.0,Cash,In-store,2024-01-14,True,January,Sunday,1,High,29.0,0,0,Medium
1070,TXN_4196751,Butchers,35.0,9.0,315.0,Cash,Online,2022-12-24,Unknown,December,Saturday,4,High,35.0,1,0,High
1071,TXN_8789507,Electric household essentials,41.0,4.0,164.0,Digital Wallet,In-store,2023-09-30,True,September,Saturday,3,High,41.0,0,0,High
1072,TXN_7757078,Food,20.0,1.0,20.0,Digital Wallet,Online,2023-02-21,False,February,Tuesday,1,Low,20.0,0,0,Medium
1073,TXN_4635088,Milk Products,27.5,3.0,82.5,Digital Wallet,In-store,2022-12-08,False,December,Thursday,4,Medium,27.5,0,0,Medium
1074,TXN_5398868,Milk Products,39.5,9.0,355.5,Credit Card,In-store,2023-04-18,False,April,Tuesday,2,High,39.5,1,0,High
1075,TXN_8378613,Patisserie,21.5,9.0,193.5,Digital Wallet,In-store,2023-03-01,False,March,Wednesday,1,High,21.5,1,0,Medium
1076,TXN_2571677,Computers and electric accessories,41.0,5.0,205.0,Credit Card,In-store,2023-10-24,Unknown,October,Tuesday,4,High,41.0,1,0,High
1077,TXN_6202481,Food,35.0,5.0,175.0,Credit Card,Online,2023-03-31,True,March,Friday,1,High,35.0,0,0,High
1078,TXN_8796421,Computers and electric accessories,38.0,6.0,228.0,Cash,Online,2023-04-08,False,April,Saturday,2,High,38.0,1,0,High
1079,TXN_2100964,Computers and electric accessories,11.0,1.0,11.0,Digital Wallet,Online,2022-09-12,Unknown,September,Monday,3,Low,11.0,0,0,Low
1080,TXN_4614873,Furniture,23.0,9.0,207.0,Cash,Online,2023-07-29,False,July,Saturday,3,High,23.0,1,0,Medium
1081,TXN_5006011,Butchers,23.0,8.0,184.0,Cash,In-store,2022-01-11,Unknown,January,Tuesday,1,High,23.0,0,0,Medium
1082,TXN_4358862,Butchers,6.5,4.0,26.0,Digital Wallet,In-store,2022-04-19,True,April,Tuesday,2,Low,6.5,0,0,Low
1083,TXN_2539807,Beverages,24.5,5.0,122.5,Cash,Online,2022-05-15,True,May,Sunday,2,Medium,24.5,0,0,Medium
1084,TXN_3076324,Patisserie,29.0,2.0,58.0,Credit Card,In-store,2023-06-12,True,June,Monday,2,Low,29.0,0,0,Medium
1085,TXN_6185567,Furniture,11.0,4.0,44.0,Digital Wallet,Online,2024-07-17,True,July,Wednesday,3,Low,11.0,0,0,Low
1086,TXN_8267845,Computers and electric accessories,20.0,8.0,160.0,Cash,In-store,2024-02-13,True,February,Tuesday,1,Medium,20.0,0,0,Medium
1087,TXN_6619000,Furniture,21.5,10.0,215.0,Cash,Online,2024-05-02,True,May,Thursday,2,High,21.5,1,0,Medium
1088,TXN_3042689,Furniture,14.0,3.0,42.0,Credit Card,In-store,2024-05-16,True,May,Thursday,2,Low,14.0,0,0,Low
1089,TXN_4764571,Food,6.5,6.0,39.0,Digital Wallet,Online,2023-01-16,False,January,Monday,1,Low,6.5,0,0,Low
1090,TXN_5028536,Butchers,23.0,1.0,23.0,Digital Wallet,In-store,2024-09-21,False,September,Saturday,3,Low,23.0,0,0,Medium
1091,TXN_3776622,Computers and electric accessories,32.0,10.0,320.0,Digital Wallet,In-store,2024-11-05,True,November,Tuesday,4,High,32.0,1,0,High
1092,TXN_7969813,Electric household essentials,21.5,1.0,21.5,Credit Card,In-store,2022-06-16,True,June,Thursday,2,Low,21.5,0,0,Medium
1093,TXN_1202644,Food,41.0,5.0,205.0,Credit Card,In-store,2023-04-02,False,April,Sunday,2,High,41.0,1,0,High
1094,TXN_2246737,Computers and electric accessories,35.0,3.0,105.0,Credit Card,Online,2022-06-05,Unknown,June,Sunday,2,Medium,35.0,0,0,High
1095,TXN_4222025,Electric household essentials,17.0,4.0,68.0,Digital Wallet,Online,2022-03-27,False,March,Sunday,1,Low,17.0,0,0,Low
1096,TXN_4050560,Electric household essentials,26.0,6.0,156.0,Cash,Online,2024-07-17,False,July,Wednesday,3,Medium,26.0,0,0,Medium
1097,TXN_6606292,Beverages,36.5,5.0,182.5,Cash,In-store,2023-12-21,False,December,Thursday,4,High,36.5,0,0,High
1098,TXN_8048817,Patisserie,36.5,7.0,255.5,Cash,In-store,2024-09-12,True,September,Thursday,3,High,36.5,1,0,High
1099,TXN_8735696,Butchers,26.0,7.0,182.0,Digital Wallet,Online,2024-02-05,False,February,Monday,1,High,26.0,0,0,Medium
1100,TXN_7978024,Electric household essentials,29.0,9.0,261.0,Digital Wallet,Online,2022-02-27,False,February,Sunday,1,High,29.0,1,0,Medium
1101,TXN_4351976,Computers and electric accessories,26.0,6.0,156.0,Cash,Online,2024-08-03,False,August,Saturday,3,Medium,26.0,0,0,Medium
1102,TXN_9212134,Furniture,41.0,1.0,41.0,Digital Wallet,In-store,2024-07-14,False,July,Sunday,3,Low,41.0,0,0,High
1103,TXN_6309225,Electric household essentials,15.5,4.0,62.0,Digital Wallet,Online,2023-08-15,False,August,Tuesday,3,Low,15.5,0,0,Low
1104,TXN_2844489,Butchers,30.5,9.0,274.5,Credit Card,In-store,2022-09-26,True,September,Monday,3,High,30.5,1,0,High
1105,TXN_9620768,Butchers,21.5,6.0,129.0,Cash,Online,2024-04-06,True,April,Saturday,2,Medium,21.5,0,0,Medium
1106,TXN_9555119,Food,15.5,7.0,108.5,Digital Wallet,Online,2023-03-29,True,March,Wednesday,1,Medium,15.5,0,0,Low
1107,TXN_6589273,Computers and electric accessories,33.5,3.0,100.5,Credit Card,Online,2022-03-25,True,March,Friday,1,Medium,33.5,0,0,High
1108,TXN_4109801,Food,35.0,3.0,105.0,Digital Wallet,In-store,2023-07-11,True,July,Tuesday,3,Medium,35.0,0,0,High
1109,TXN_2453867,Food,17.0,7.0,119.0,Credit Card,In-store,2023-07-02,False,July,Sunday,3,Medium,17.0,0,0,Low
1110,TXN_9648937,Beverages,39.5,10.0,395.0,Cash,In-store,2022-08-25,Unknown,August,Thursday,3,High,39.5,1,0,High
1111,TXN_1896794,Furniture,32.0,7.0,224.0,Credit Card,Online,2023-10-23,True,October,Monday,4,High,32.0,1,0,High
1112,TXN_9025948,Beverages,8.0,6.0,48.0,Digital Wallet,In-store,2023-12-25,True,December,Monday,4,Low,8.0,0,0,Low
1113,TXN_2208386,Food,39.5,2.0,79.0,Credit Card,Online,2023-08-30,True,August,Wednesday,3,Medium,39.5,0,0,High
1114,TXN_3778032,Electric household essentials,17.0,5.0,85.0,Cash,Online,2022-01-21,False,January,Friday,1,Medium,17.0,0,0,Low
1115,TXN_8514175,Patisserie,11.0,1.0,11.0,Digital Wallet,In-store,2024-12-28,True,December,Saturday,4,Low,11.0,0,0,Low
1116,TXN_7709385,Computers and electric accessories,35.0,1.0,35.0,Credit Card,In-store,2023-08-03,Unknown,August,Thursday,3,Low,35.0,0,0,High
1117,TXN_2764427,Milk Products,30.5,8.0,244.0,Cash,In-store,2024-07-16,False,July,Tuesday,3,High,30.5,1,0,High
1118,TXN_6731052,Milk Products,39.5,7.0,276.5,Digital Wallet,In-store,2024-09-11,True,September,Wednesday,3,High,39.5,1,0,High
1119,TXN_8892083,Food,20.0,8.0,160.0,Cash,In-store,2023-02-03,False,February,Friday,1,Medium,20.0,0,0,Medium
1120,TXN_5898104,Beverages,14.0,9.0,126.0,Cash,Online,2024-03-29,Unknown,March,Friday,1,Medium,14.0,0,0,Low
1121,TXN_4237576,Milk Products,12.5,8.0,100.0,Credit Card,In-store,2024-09-13,Unknown,September,Friday,3,Medium,12.5,0,0,Low
1122,TXN_2111400,Beverages,9.5,10.0,95.0,Digital Wallet,In-store,2024-01-12,True,January,Friday,1,Medium,9.5,0,0,Low
1123,TXN_7165462,Food,23.0,7.0,161.0,Credit Card,Online,2024-09-01,Unknown,September,Sunday,3,High,23.0,0,0,Medium
1124,TXN_1828172,Computers and electric accessories,39.5,6.0,237.0,Credit Card,In-store,2024-11-14,True,November,Thursday,4,High,39.5,1,0,High
1125,TXN_5431616,Furniture,23.0,1.0,23.0,Cash,In-store,2024-11-26,False,November,Tuesday,4,Low,23.0,0,0,Medium
1126,TXN_7032586,Patisserie,33.5,10.0,335.0,Cash,In-store,2022-06-03,Unknown,June,Friday,2,High,33.5,1,0,High
1127,TXN_8377623,Beverages,41.0,2.0,82.0,Credit Card,In-store,2024-07-17,False,July,Wednesday,3,Medium,41.0,0,0,High
1128,TXN_5374169,Milk Products,9.5,5.0,47.5,Credit Card,Online,2022-02-24,False,February,Thursday,1,Low,9.5,0,0,Low
1129,TXN_6471352,Beverages,23.0,4.0,92.0,Cash,Online,2025-01-05,False,January,Sunday,1,Medium,23.0,0,0,Medium
1130,TXN_4610549,Beverages,21.5,3.0,64.5,Credit Card,In-store,2022-08-26,False,August,Friday,3,Low,21.5,0,0,Medium
1131,TXN_8962804,Electric household essentials,14.0,5.0,70.0,Credit Card,Online,2022-03-13,Unknown,March,Sunday,1,Medium,14.0,0,0,Low
1132,TXN_9057009,Furniture,41.0,9.0,369.0,Credit Card,In-store,2022-03-28,Unknown,March,Monday,1,High,41.0,1,0,High
1133,TXN_4697638,Furniture,35.0,1.0,35.0,Cash,Online,2023-02-18,Unknown,February,Saturday,1,Low,35.0,0,0,High
1134,TXN_3301574,Beverages,23.0,4.0,92.0,Digital Wallet,Online,2022-07-25,True,July,Monday,3,Medium,23.0,0,0,Medium
1135,TXN_4255098,Beverages,6.5,1.0,6.5,Credit Card,In-store,2023-08-08,Unknown,August,Tuesday,3,Low,6.5,0,0,Low
1136,TXN_3391475,Beverages,24.5,1.0,24.5,Digital Wallet,In-store,2024-05-01,Unknown,May,Wednesday,2,Low,24.5,0,0,Medium
1137,TXN_2126674,Milk Products,39.5,6.0,237.0,Digital Wallet,In-store,2024-10-29,False,October,Tuesday,4,High,39.5,1,0,High
1138,TXN_3259197,Computers and electric accessories,30.5,8.0,244.0,Digital Wallet,Online,2022-01-09,Unknown,January,Sunday,1,High,30.5,1,0,High
1139,TXN_3372645,Beverages,21.5,10.0,215.0,Cash,In-store,2022-05-01,True,May,Sunday,2,High,21.5,1,0,Medium
1140,TXN_5259345,Electric household essentials,26.0,10.0,260.0,Credit Card,In-store,2024-05-15,False,May,Wednesday,2,High,26.0,1,0,Medium
1141,TXN_6308565,Computers and electric accessories,23.0,4.0,92.0,Credit Card,Online,2024-02-10,False,February,Saturday,1,Medium,23.0,0,0,Medium
1142,TXN_9181921,Furniture,38.0,2.0,76.0,Cash,In-store,2023-06-22,True,June,Thursday,2,Medium,38.0,0,0,High
1143,TXN_8954821,Milk Products,23.0,9.0,207.0,Digital Wallet,In-store,2024-06-12,Unknown,June,Wednesday,2,High,23.0,1,0,Medium
1144,TXN_2157777,Beverages,24.5,7.0,171.5,Cash,Online,2024-01-07,True,January,Sunday,1,High,24.5,0,0,Medium
1145,TXN_7243028,Food,41.0,1.0,41.0,Credit Card,In-store,2024-03-07,Unknown,March,Thursday,1,Low,41.0,0,0,High
1146,TXN_3779677,Food,29.0,6.0,174.0,Digital Wallet,Online,2024-08-13,False,August,Tuesday,3,High,29.0,0,0,Medium
1147,TXN_5838065,Food,5.0,2.0,10.0,Digital Wallet,Online,2023-05-27,Unknown,May,Saturday,2,Low,5.0,0,0,Low
1148,TXN_7976109,Patisserie,36.5,8.0,292.0,Cash,Online,2023-08-14,False,August,Monday,3,High,36.5,1,0,High
1149,TXN_3308490,Furniture,38.0,1.0,38.0,Digital Wallet,In-store,2024-12-11,False,December,Wednesday,4,Low,38.0,0,0,High
1150,TXN_2107995,Butchers,6.5,7.0,45.5,Cash,Online,2023-05-16,False,May,Tuesday,2,Low,6.5,0,0,Low
1151,TXN_4963384,Milk Products,12.5,2.0,25.0,Credit Card,Online,2024-10-07,False,October,Monday,4,Low,12.5,0,0,Low
1152,TXN_8308325,Furniture,26.0,10.0,260.0,Digital Wallet,In-store,2023-08-22,Unknown,August,Tuesday,3,High,26.0,1,0,Medium
1153,TXN_8025714,Beverages,21.5,7.0,150.5,Cash,Online,2024-06-03,False,June,Monday,2,Medium,21.5,0,0,Medium
1154,TXN_9315060,Furniture,39.5,7.0,276.5,Cash,Online,2024-10-14,False,October,Monday,4,High,39.5,1,0,High
1155,TXN_6414336,Furniture,11.0,8.0,88.0,Credit Card,In-store,2022-01-13,Unknown,January,Thursday,1,Medium,11.0,0,0,Low
1156,TXN_6981363,Food,8.0,9.0,72.0,Credit Card,Online,2024-04-24,True,April,Wednesday,2,Medium,8.0,0,0,Low
1157,TXN_2694632,Butchers,36.5,3.0,109.5,Digital Wallet,In-store,2023-06-15,True,June,Thursday,2,Medium,36.5,0,0,High
1158,TXN_3056691,Food,6.5,5.0,32.5,Credit Card,In-store,2022-10-08,True,October,Saturday,4,Low,6.5,0,0,Low
1159,TXN_9835267,Milk Products,23.0,8.0,184.0,Credit Card,Online,2023-07-15,True,July,Saturday,3,High,23.0,0,0,Medium
1160,TXN_1634027,Milk Products,23.0,1.0,23.0,Digital Wallet,Online,2023-02-03,True,February,Friday,1,Low,23.0,0,0,Medium
1161,TXN_6095170,Furniture,38.0,10.0,380.0,Credit Card,Online,2022-11-27,True,November,Sunday,4,High,38.0,1,0,High
1162,TXN_9637464,Furniture,15.5,8.0,124.0,Cash,Online,2022-03-25,Unknown,March,Friday,1,Medium,15.5,0,0,Low
1163,TXN_7551798,Butchers,8.0,4.0,32.0,Digital Wallet,Online,2023-06-15,True,June,Thursday,2,Low,8.0,0,0,Low
1164,TXN_2558370,Butchers,21.5,9.0,193.5,Credit Card,In-store,2023-04-09,True,April,Sunday,2,High,21.5,1,0,Medium
1165,TXN_4501715,Computers and electric accessories,23.0,2.0,46.0,Cash,In-store,2022-03-24,Unknown,March,Thursday,1,Low,23.0,0,0,Medium
1166,TXN_6431534,Beverages,11.0,5.0,55.0,Credit Card,Online,2023-06-21,False,June,Wednesday,2,Low,11.0,0,0,Low
1167,TXN_6618865,Furniture,39.5,9.0,355.5,Credit Card,In-store,2023-03-02,Unknown,March,Thursday,1,High,39.5,1,0,High
1168,TXN_4864960,Butchers,27.5,9.0,247.5,Credit Card,In-store,2023-02-02,Unknown,February,Thursday,1,High,27.5,1,0,Medium
1169,TXN_9471304,Patisserie,8.0,8.0,64.0,Cash,Online,2022-08-13,Unknown,August,Saturday,3,Low,8.0,0,0,Low
1170,TXN_5615246,Computers and electric accessories,33.5,6.0,201.0,Digital Wallet,In-store,2023-02-10,Unknown,February,Friday,1,High,33.5,1,0,High
1171,TXN_6587636,Patisserie,27.5,7.0,192.5,Cash,Online,2022-04-30,True,April,Saturday,2,High,27.5,1,0,Medium
1172,TXN_3951114,Beverages,24.5,5.0,122.5,Digital Wallet,Online,2022-01-16,True,January,Sunday,1,Medium,24.5,0,0,Medium
1173,TXN_5540233,Electric household essentials,9.5,7.0,66.5,Credit Card,Online,2024-11-02,Unknown,November,Saturday,4,Low,9.5,0,0,Low
1174,TXN_2897310,Butchers,23.0,9.0,207.0,Digital Wallet,In-store,2023-06-25,False,June,Sunday,2,High,23.0,1,0,Medium
1175,TXN_3832393,Furniture,38.0,7.0,266.0,Cash,In-store,2023-08-11,Unknown,August,Friday,3,High,38.0,1,0,High
1176,TXN_4751128,Electric household essentials,11.0,10.0,110.0,Digital Wallet,Online,2022-04-19,True,April,Tuesday,2,Medium,11.0,0,0,Low
1177,TXN_2085114,Beverages,36.5,3.0,109.5,Cash,In-store,2025-01-01,True,January,Wednesday,1,Medium,36.5,0,0,High
1178,TXN_6265170,Computers and electric accessories,20.0,6.0,120.0,Digital Wallet,Online,2023-06-15,True,June,Thursday,2,Medium,20.0,0,0,Medium
1179,TXN_1690344,Milk Products,8.0,9.0,72.0,Cash,Online,2025-01-09,False,January,Thursday,1,Medium,8.0,0,0,Low
1180,TXN_6781800,Furniture,32.0,8.0,256.0,Cash,Online,2024-09-26,True,September,Thursday,3,High,32.0,1,0,High
1181,TXN_2949356,Beverages,23.0,8.0,184.0,Digital Wallet,Online,2022-08-01,False,August,Monday,3,High,23.0,0,0,Medium
1182,TXN_2145753,Electric household essentials,38.0,9.0,342.0,Credit Card,In-store,2022-03-18,False,March,Friday,1,High,38.0,1,0,High
1183,TXN_2867343,Food,8.0,8.0,64.0,Credit Card,In-store,2023-01-07,Unknown,January,Saturday,1,Low,8.0,0,0,Low
1184,TXN_5660916,Food,41.0,3.0,123.0,Digital Wallet,In-store,2023-09-19,True,September,Tuesday,3,Medium,41.0,0,0,High
1185,TXN_9418798,Furniture,24.5,1.0,24.5,Credit Card,Online,2022-03-07,False,March,Monday,1,Low,24.5,0,0,Medium
1186,TXN_1871707,Electric household essentials,23.0,1.0,23.0,Digital Wallet,In-store,2022-04-01,False,April,Friday,2,Low,23.0,0,0,Medium
1187,TXN_1414376,Food,9.5,6.0,57.0,Cash,In-store,2022-12-26,True,December,Monday,4,Low,9.5,0,0,Low
1188,TXN_9015176,Furniture,26.0,7.0,182.0,Digital Wallet,In-store,2023-03-01,False,March,Wednesday,1,High,26.0,0,0,Medium
1189,TXN_1512582,Butchers,6.5,9.0,58.5,Credit Card,In-store,2024-12-02,Unknown,December,Monday,4,Low,6.5,0,0,Low
1190,TXN_6699706,Furniture,14.0,1.0,14.0,Digital Wallet,Online,2023-12-31,False,December,Sunday,4,Low,14.0,0,0,Low
1191,TXN_5893458,Butchers,23.0,4.0,92.0,Credit Card,In-store,2023-08-13,False,August,Sunday,3,Medium,23.0,0,0,Medium
1192,TXN_3564962,Electric household essentials,9.5,10.0,95.0,Digital Wallet,In-store,2022-03-05,True,March,Saturday,1,Medium,9.5,0,0,Low
1193,TXN_9824009,Computers and electric accessories,11.0,6.0,66.0,Digital Wallet,In-store,2025-01-16,False,January,Thursday,1,Low,11.0,0,0,Low
1194,TXN_2399606,Beverages,9.5,7.0,66.5,Cash,Online,2022-07-23,False,July,Saturday,3,Low,9.5,0,0,Low
1195,TXN_2294670,Computers and electric accessories,24.5,3.0,73.5,Cash,Online,2023-01-18,Unknown,January,Wednesday,1,Medium,24.5,0,0,Medium
1196,TXN_1695036,Electric household essentials,9.5,1.0,9.5,Digital Wallet,In-store,2024-08-18,False,August,Sunday,3,Low,9.5,0,0,Low
1197,TXN_7414120,Patisserie,38.0,5.0,190.0,Digital Wallet,Online,2022-01-15,False,January,Saturday,1,High,38.0,0,0,High
1198,TXN_5299299,Butchers,6.5,6.0,39.0,Credit Card,In-store,2023-07-31,Unknown,July,Monday,3,Low,6.5,0,0,Low
1199,TXN_6489506,Furniture,23.0,5.0,115.0,Digital Wallet,In-store,2023-12-25,Unknown,December,Monday,4,Medium,23.0,0,0,Medium
1200,TXN_9229474,Beverages,20.0,4.0,80.0,Digital Wallet,In-store,2023-05-23,False,May,Tuesday,2,Medium,20.0,0,0,Medium
1201,TXN_6445701,Furniture,14.0,4.0,56.0,Credit Card,Online,2023-01-28,True,January,Saturday,1,Low,14.0,0,0,Low
1202,TXN_4375152,Butchers,41.0,8.0,328.0,Credit Card,Online,2022-04-14,True,April,Thursday,2,High,41.0,1,0,High
1203,TXN_8936010,Furniture,26.0,3.0,78.0,Credit Card,Online,2024-04-10,False,April,Wednesday,2,Medium,26.0,0,0,Medium
1204,TXN_4947241,Butchers,21.5,5.0,107.5,Credit Card,Online,2023-01-13,Unknown,January,Friday,1,Medium,21.5,0,0,Medium
1205,TXN_5912098,Patisserie,9.5,6.0,57.0,Credit Card,Online,2022-02-17,Unknown,February,Thursday,1,Low,9.5,0,0,Low
1206,TXN_7411959,Milk Products,15.5,10.0,155.0,Credit Card,In-store,2022-07-10,Unknown,July,Sunday,3,Medium,15.5,0,0,Low
1207,TXN_7793637,Furniture,12.5,3.0,37.5,Digital Wallet,In-store,2022-03-01,Unknown,March,Tuesday,1,Low,12.5,0,0,Low
1208,TXN_5338975,Butchers,23.0,3.0,69.0,Cash,Online,2024-01-25,True,January,Thursday,1,Low,23.0,0,0,Medium
1209,TXN_6039588,Furniture,24.5,7.0,171.5,Credit Card,In-store,2024-03-02,True,March,Saturday,1,High,24.5,0,0,Medium
1210,TXN_1490410,Patisserie,14.0,6.0,84.0,Digital Wallet,In-store,2022-08-22,False,August,Monday,3,Medium,14.0,0,0,Low
1211,TXN_3879677,Food,24.5,6.0,147.0,Digital Wallet,In-store,2022-04-24,Unknown,April,Sunday,2,Medium,24.5,0,0,Medium
1212,TXN_3053471,Beverages,29.0,6.0,174.0,Cash,Online,2024-06-09,Unknown,June,Sunday,2,High,29.0,0,0,Medium
1213,TXN_4740089,Furniture,15.5,9.0,139.5,Credit Card,Online,2023-07-27,True,July,Thursday,3,Medium,15.5,0,0,Low
1214,TXN_7268120,Patisserie,36.5,9.0,328.5,Cash,In-store,2023-01-15,False,January,Sunday,1,High,36.5,1,0,High
1215,TXN_5078259,Patisserie,6.5,3.0,19.5,Cash,In-store,2023-01-16,False,January,Monday,1,Low,6.5,0,0,Low
1216,TXN_9601122,Beverages,20.0,9.0,180.0,Cash,In-store,2024-01-13,False,January,Saturday,1,High,20.0,0,0,Medium
1217,TXN_1793827,Electric household essentials,33.5,6.0,201.0,Cash,Online,2022-02-15,True,February,Tuesday,1,High,33.5,1,0,High
1218,TXN_4715095,Beverages,24.5,10.0,245.0,Cash,Online,2022-01-31,True,January,Monday,1,High,24.5,1,0,Medium
1219,TXN_7094868,Furniture,33.5,1.0,33.5,Digital Wallet,Online,2023-11-07,True,November,Tuesday,4,Low,33.5,0,0,High
1220,TXN_5937987,Beverages,9.5,7.0,66.5,Digital Wallet,Online,2022-10-24,True,October,Monday,4,Low,9.5,0,0,Low
1221,TXN_5012256,Furniture,39.5,4.0,158.0,Digital Wallet,In-store,2022-04-16,False,April,Saturday,2,Medium,39.5,0,0,High
1222,TXN_5848699,Patisserie,23.0,1.0,23.0,Digital Wallet,Online,2023-10-29,False,October,Sunday,4,Low,23.0,0,0,Medium
1223,TXN_8447557,Milk Products,5.0,1.0,5.0,Cash,Online,2024-08-16,Unknown,August,Friday,3,Low,5.0,0,0,Low
1224,TXN_5485024,Milk Products,14.0,2.0,28.0,Digital Wallet,In-store,2024-05-12,False,May,Sunday,2,Low,14.0,0,0,Low
1225,TXN_5703980,Computers and electric accessories,36.5,2.0,73.0,Cash,Online,2023-09-24,False,September,Sunday,3,Medium,36.5,0,0,High
1226,TXN_5777361,Patisserie,6.5,1.0,6.5,Digital Wallet,Online,2024-03-18,False,March,Monday,1,Low,6.5,0,0,Low
1227,TXN_4737365,Furniture,24.5,6.0,147.0,Digital Wallet,Online,2023-11-02,True,November,Thursday,4,Medium,24.5,0,0,Medium
1228,TXN_3736146,Patisserie,38.0,10.0,380.0,Credit Card,In-store,2024-09-25,True,September,Wednesday,3,High,38.0,1,0,High
1229,TXN_3259882,Milk Products,29.0,9.0,261.0,Digital Wallet,In-store,2023-01-18,False,January,Wednesday,1,High,29.0,1,0,Medium
1230,TXN_8221101,Patisserie,23.0,6.0,138.0,Digital Wallet,In-store,2022-02-09,True,February,Wednesday,1,Medium,23.0,0,0,Medium
